1.0,14.0,4.0,98.0,-237.0,293.0,8.0,457.3333333333333,-1836.5,355.0,18.3333333333336,1873.5,-984.6666666666672,1078.3333333333337,10.666666666666666
1.0,-23.0,5.0,264.5,-248.5,133.5,12.5,-2027.833333333333,3827.333333333333,-1939.1666666666665,-976.6666666666665,-565.6666666666672,710.8333333333334,-21.66666666666663,20.83333333333333
1.0,-8.0,-1.0,32.0,-423.5,431.5,0.5,-85.33333333333333,2068.166666666667,-748.3333333333343,-2086.3333333333335,-1351.833333333333,4596.166666666667,-2513.8333333333335,-0.16666666666666666
1.0,6.0,0.0,18.0,310.0,-310.0,0.0,36.0,2241.6666666666665,-2623.333333333333,6015.833333333333,381.6666666666665,-12031.666666666666,6015.833333333333,0.0
1.0,12.0,-8.0,72.0,76.0,-172.0,32.0,288.0,818.1666666666667,-724.3333333333335,719.5,-669.8333333333333,-2047.0,1711.5,-85.33333333333333
1.0,10.0,1.0,50.0,-340.0,350.0,0.5,166.66666666666663,4937.333333333334,-13274.666666666668,-10054.833333333332,8387.333333333334,19769.666666666664,-9709.833333333332,0.16666666666666666
1.0,-8.0,-1.0,32.0,-153.0,161.0,0.5,-85.33333333333333,1465.3333333333335,-1706.666666666667,-510.99999999999994,209.33333333333348,1175.0,-668.0,-0.16666666666666666
1.0,1.0,-3.0,0.5,45.5,-48.5,4.5,0.16666666666666666,387.66666666666674,-729.8333333333335,538.1666666666667,340.66666666666674,-1212.8333333333335,679.1666666666667,-4.5
1.0,8.0,0.0,32.0,-14.0,14.0,0.0,85.33333333333333,118.33333333333334,-348.6666666666667,75.83333333333333,230.33333333333334,-151.66666666666666,75.83333333333333,0.0
1.0,1.0,1.0,0.5,-16.0,17.0,0.5,0.16666666666666666,80.49999999999999,-176.99999999999997,-34.0,96.99999999999999,52.0,-17.5,0.16666666666666666
1.0,-4.0,-1.0,8.0,44.5,-40.5,0.5,-10.666666666666666,-412.3333333333334,646.6666666666669,252.00000000000003,-242.33333333333343,-548.5,294.5,-0.16666666666666666
1.0,0.0,1.0,0.0,673.5,-673.5,0.5,0.0,-1395.6666666666658,2791.3333333333317,14378.666666666664,-1395.6666666666658,-28083.83333333333,13705.166666666664,0.16666666666666666
1.0,-4.0,5.0,8.0,131.0,-151.0,12.5,-10.666666666666666,-938.6666666666667,1353.3333333333335,1890.333333333333,-374.6666666666668,-3125.666666666666,1185.333333333333,20.83333333333333
1.0,-15.0,-5.0,112.5,6.0,69.0,12.5,-562.5,38.16666666666667,-166.33333333333334,-11.833333333333332,-434.3333333333333,-6.333333333333336,-169.33333333333334,-20.83333333333333
1.0,-2.0,0.0,2.0,246.0,-246.0,0.0,-1.3333333333333333,-2388.333333333334,4284.666666666668,2680.3333333333335,-1896.333333333334,-5360.666666666667,2680.3333333333335,0.0
1.0,-2.0,4.0,2.0,-58.0,50.0,8.0,-1.3333333333333333,11.999999999999986,92.00000000000003,-362.8333333333333,-96.00000000000001,493.6666666666667,-146.83333333333331,10.666666666666666
1.0,-12.0,-3.0,72.0,11.0,25.0,4.5,-288.0,147.16666666666674,-426.3333333333335,494.16666666666674,63.16666666666674,-1021.3333333333335,473.16666666666674,-4.5
